id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,area,local_government_area,timezone,bordering_location_ids
12460,Stony Chute,,NSW,New South Wales,2480,Rural locality,-28.57693,153.15526,217,169,21.022,Lismore (City),Australia/Sydney,1320/2637/7500/7640/9063/9925/13756
12461,Stony Creek,,NSW,New South Wales,2550,Rural locality,-36.61786,149.80066,207,143,27.901,Bega Valley (Area),Australia/Sydney,232/1796/3220/5586/10182
12462,Stony Creek,,NSW,New South Wales,2850,Rural locality,-32.4742,149.72319,543,51,21.995,Mid-Western Regional (Area),Australia/Sydney,1574/3246/3464/4954/7673
12463,Stony Creek,,QLD,Queensland,4514,Rural locality,-26.92684,152.71255,117,262,45.295,Moreton Bay (Regional Council),Australia/Brisbane,966/9817/11617/11756/14765
12464,Stony Creek,,VIC,Victoria,3371,Rural locality,-37.22643,143.67893,323,6,7.204,Central Goldfields (Shire),Australia/Melbourne,2455/4092/4595/12704
12465,Stony Creek,,VIC,Victoria,3957,Rural locality,-38.59315,146.09118,66,281,65.313,South Gippsland (Shire),Australia/Melbourne,1939/3930/4081/4887/8401
12466,Stony Crossing,,NSW,New South Wales,2734,Rural locality,-35.07614,143.55665,66,17,119.433,Murray River (Area),Australia/Sydney,3880/7175/7279/8076/12241/13231/13260
12467,Stonyfell,Adelaide,SA,South Australia,5066,Suburb,-34.93488,138.67763,239,1209,1.3,Burnside (City),Australia/Adelaide,2113/4505/5599/6228/14124
12468,Stonyford,,VIC,Victoria,3260,Rural locality,-38.32584,143.34031,146,51,43.865,Corangamite (Shire),Australia/Melbourne,2528/10858/10913/10914/12201/12639
12469,Stony Head,,TAS,Tasmania,7252,Rural locality,-41.03113,146.97811,41,0,55.089,George Town (Municipality),Australia/Hobart,874/7565/7920/10851/14368
12470,Stony Rise,Devonport,TAS,Tasmania,7310,Suburb,-41.19624,146.32964,105,643,3.05,Devonport (City),Australia/Hobart,3851/3938/8538/11157/13402
12471,Stoodley,,TAS,Tasmania,7306,Rural locality,-41.39455,146.40813,212,48,9.266,Kentish (Municipality),Australia/Hobart,1095/6981/7852/11168/11948/12582
12472,Storm King,,QLD,Queensland,4380,Rural locality,-28.72599,151.98192,904,87,20.466,Southern Downs (Regional Council),Australia/Brisbane,4556/7295/9338/12346/12549
12473,Stormlea,,TAS,Tasmania,7184,Rural locality,-43.17688,147.76988,212,36,15.105,Tasman (Municipality),Australia/Hobart,2438/6071/10952/14391
12474,Stoters Hill,,QLD,Queensland,4860,Rural locality,-17.53418,145.96616,43,113,4.943,Cassowary Coast (Regional Council),Australia/Brisbane,612/982/6262/10274/10822/13570
12475,Stotts Creek,,NSW,New South Wales,2487,Rural locality,-28.28179,153.50321,2,3,6.731,Tweed (Area),Australia/Sydney,2780/4149/4616/10113/13423
12476,Stove Hill,Karratha,WA,Western Australia,6714,Suburb,-20.77559,116.82774,22,46,32.636,Karratha (City),Australia/Perth,814/3247/5001/6767/6768/8608/9069/9399/10653
12477,Stow,,SA,South Australia,5461,Rural locality,-34.01388,138.39473,72,8,50.325,Wakefield (District Council),Australia/Adelaide,1608/4608/5804/6260/7284/9331/14071
12478,Stowport,,TAS,Tasmania,7321,Rural locality,-41.1126,145.92891,173,404,32.158,Burnie (City),Australia/Hobart,2716/3556/4263/4460/5932/6053/8944/9736/11377/11504/11596/13616/14663
12479,St Peters,Sydney,NSW,New South Wales,2044,Suburb,-33.91106,151.18013,15,3145,1.73,Inner West (Area),Australia/Sydney,114/4518/8255/8291/9886/12659/12914
12480,St Peters,Adelaide,SA,South Australia,5069,Suburb,-34.90333,138.622,41,3219,1.497,Norwood Payneham St Peters (City),Australia/Adelaide,3019/4593/5128/6594/12374/13805
12481,Stradbroke,,VIC,Victoria,3851,Rural locality,-38.2492,147.05414,78,172,181.567,Wellington (Shire),Australia/Melbourne,5122/5123/7796/11862/14540/14544
12482,Strahan,,TAS,Tasmania,7468,Urban locality,-42.15504,145.32509,5,708,309.949,West Coast (Municipality),Australia/Hobart,11139/12220/14273
12483,Strangways,,VIC,Victoria,3461,Rural locality,-37.13534,144.07695,231,87,20.105,Mount Alexander (Shire),Australia/Melbourne,2923/5596/5702/9385/9883/11742/15079
12484,Straten,,VIC,Victoria,3533,Rural locality,-35.39198,142.57959,70,4,53.949,Buloke (Shire),Australia/Melbourne,10216/12238/12919/13461/13486
12485,Stratford,,NSW,New South Wales,2422,Rural locality,-32.11928,151.93794,121,145,36.693,Mid-Coast (Area),Australia/Sydney,3411/4681/4830/14138
12486,Stratford,Cairns,QLD,Queensland,4870,Suburb,-16.87538,145.73304,12,1138,2.057,Cairns (Regional Council),Australia/Brisbane,57/755/1766/4946/14419
12487,Stratford,,VIC,Victoria,3862,Urban locality,-37.96611,147.08013,25,2617,153.698,Wellington (Shire),Australia/Melbourne,69/1717/2017/2920/7742/8017/8860/9486/10709/12429
12488,Strathalbyn,,SA,South Australia,5255,Urban locality,-35.25928,138.89058,72,6504,117.255,Alexandrina (District Council),Australia/Adelaide,228/372/983/1307/5065/6084/7971/10542/11727/14546/14755
12489,Strathalbyn,Geraldton,WA,Western Australia,6530,Suburb,-28.7551,114.64181,25,1230,1.685,Greater Geraldton (City),Australia/Perth,8990/12233/14159/14739/14888
12490,Strathallan,,VIC,Victoria,3622,Rural locality,-36.25622,144.71465,105,144,69.701,Campaspe (Shire),Australia/Melbourne,580/608/4298/4647/7200/9663
12491,Stratham,,WA,Western Australia,6237,Rural locality,-33.47039,115.59402,14,709,40.53,Capel (Shire),Australia/Perth,1630/2428/3651/4378/5060/12403
12492,Strathblane,,TAS,Tasmania,7109,Rural locality,-43.33767,146.97124,35,125,83.576,Huon Valley (Municipality),Australia/Hobart,5920/11178/12198/12220
12493,Strathbogie,,VIC,Victoria,3666,Rural locality,-36.85542,145.73551,479,304,168.691,Strathbogie (Shire),Australia/Melbourne,215/1439/3419/5460/6835/7081/8517
12494,Strathcedar,,NSW,New South Wales,2429,Rural locality,-31.77299,152.36307,79,80,17.894,Mid-Coast (Area),Australia/Sydney,2647/6954/8218/8932
12495,Strath Creek,,VIC,Victoria,3658,Rural locality,-37.23699,145.22119,218,164,95.712,Murrindindi (Shire),Australia/Melbourne,2897/4814/6190/6893/11291/12721
12496,Strathdale,Bendigo,VIC,Victoria,3550,Suburb,-36.7596,144.31744,238,5663,3.519,Greater Bendigo (City),Australia/Melbourne,4204/6620/6856/12504/14213
12497,Strathdickie,,QLD,Queensland,4800,Rural locality,-20.32937,148.61146,27,880,36.062,Whitsunday (Regional Council),Australia/Brisbane,2394/4902/5654/5844/9205/9238/9606/12550
12498,Strathdownie,,VIC,Victoria,3312,Rural locality,-37.72742,141.14483,67,183,530.568,Glenelg (Shire),Australia/Melbourne,506/2584/3718/5230/7688/8616/8677/9434/10872
12499,Stratheden,,NSW,New South Wales,2470,Rural locality,-28.80272,152.9543,37,217,47.195,Richmond Valley (Area),Australia/Sydney,3917/3980/4178/4315/4649
12500,Stratherne,,WA,Western Australia,6309,Rural locality,-32.65167,117.34806,346,14,45.647,Cuballing (Shire),Australia/Perth,4260/4262/5148/13321
12501,Strathewen,,VIC,Victoria,3099,Rural locality,-37.55,145.26667,167,178,20.484,Nillumbik (Shire),Australia/Melbourne,357/7001/7002/12331
12502,Strathfield,Sydney,NSW,New South Wales,2135,Suburb,-33.87391,151.09399,18,25813,6.572,Strathfield (Area),Australia/Sydney,2165/3079/4471/5580/6179/6182/10105/11507/12505
12503,Strathfield,,QLD,Queensland,4742,Rural locality,-21.81326,148.68247,178,8,687.43,Isaac (Regional Council),Australia/Brisbane,3259/5802/6838/9755/10407
12504,Strathfieldsaye,Bendigo,VIC,Victoria,3551,Suburb,-36.80717,144.3606,203,5428,30.08,Greater Bendigo (City),Australia/Melbourne,458/4455/4489/4805/6620/6856/7800/8112/12284/12496
12505,Strathfield South,Sydney,NSW,New South Wales,2136,Suburb,-33.89171,151.08299,33,3546,2.511,Strathfield (Area),Australia/Sydney,914/3485/4471/5580/12502
12506,Strathkellar,,VIC,Victoria,3301,Rural locality,-37.71754,142.12635,196,93,39.17,Southern Grampians (Shire),Australia/Melbourne,5839/6020/9368/12857/14032
12507,Strathlea,,VIC,Victoria,3364,Rural locality,-37.13961,143.9634,256,24,30.94,Mount Alexander (Shire),Australia/Melbourne,2348/3334/6595/8892/11742
12508,Strathmerton,,VIC,Victoria,3641,Urban locality,-35.92539,145.47847,110,1052,178.906,Moira (Shire),Australia/Melbourne,841/6789/7144/9614/13181/13524/15023/15134
12509,Strathmore,,QLD,Queensland,4871,Rural locality,-17.86233,142.55924,126,12,9442.012,Etheridge (Shire),Australia/Brisbane,26/3480/5075/5129/6250/7946/8168/11225/11282/12313/15014
12510,Strathmore,Melbourne,VIC,Victoria,3041,Suburb,-37.73588,144.91918,69,8419,3.453,Moonee Valley (City),Australia/Melbourne,4529/4530/4531/10251/10586/10587/12511
12511,Strathmore Heights,Melbourne,VIC,Victoria,3041,Suburb,-37.71668,144.89757,78,1004,0.691,Moonee Valley (City),Australia/Melbourne,4530/5340/5508/10251/12510/13409
12512,Strathpine,Brisbane,QLD,Queensland,4500,Suburb,-27.30427,152.98909,9,9503,7.123,Moreton Bay (Regional Council),Australia/Brisbane,539/1685/1707/7536/13990
12513,Stratton,Perth,WA,Western Australia,6056,Suburb,-31.86598,116.04303,34,3325,2.588,Swan (City),Australia/Perth,6479/8565/8580/12652
12514,Streaky Bay,,SA,South Australia,5680,Urban locality,-32.79718,134.21118,21,1378,493.643,Streaky Bay (District Council),Australia/Adelaide,4290/8288/9019/10763/14253/15061
12515,Streatham,,VIC,Victoria,3351,Rural locality,-37.67914,143.05826,247,156,156.244,Ararat (Rural City),Australia/Melbourne,2539/3466/7423/8686/9806/12455/12871/14320/15029
12516,Strelley,,WA,Western Australia,6721,Rural locality,-20.47977,118.95787,53,46,809.635,Port Hedland (Town),Australia/Perth,3784/8177/10852/13833
12517,Stretton,Brisbane,QLD,Queensland,4116,Suburb,-27.61537,153.07023,83,4334,5.091,Brisbane (City),Australia/Brisbane,2248/4011/6741/7247/11634/12575
12518,Strickland,,TAS,Tasmania,7140,Rural locality,-42.38258,146.65161,498,13,56.167,Central Highlands (Municipality),Australia/Hobart,3762/10385/10395/13718
12519,Stromlo,,ACT,Australian Capital Territory,2611,Rural locality,-35.31409,148.99036,632,61,75.65,Unincorporated,Australia/Sydney,911/2688/3281/3810/4064/10436/13399/14915
12520,St Ronans,,WA,Western Australia,6302,Rural locality,-31.89556,116.66028,328,48,98.922,York (Shire),Australia/Perth,562/3631/6368/9272/12705/14468
12521,Stroud,,NSW,New South Wales,2425,Urban locality,-32.40236,151.96661,44,938,176.944,Mid-Coast (Area),Australia/Sydney,1510/1949/3414/9976/12523/12951/13974/14060
12522,Stroud Hill,,NSW,New South Wales,2420,Rural locality,-32.37666,151.81188,112,28,15.51,Dungog (Area),Australia/Sydney,127/4889/8043/8263/9976
12523,Stroud Road,,NSW,New South Wales,2415,Rural locality,-32.34476,151.92907,64,230,57.237,Mid-Coast (Area),Australia/Sydney,8839/9976/12521/13974/14060/14190
12524,Struan,,SA,South Australia,5271,Rural locality,-37.09113,140.78841,62,45,75.916,Naracoorte and Lucindale (District Council),Australia/Adelaide,1483/5339/6568/9220/9373
12525,Struck Oil,,QLD,Queensland,4714,Rural locality,-23.61405,150.44848,312,179,21.012,Rockhampton (Regional Council),Australia/Brisbane,513/1578/6575/7625/7666/9257
12526,St Ruth,,QLD,Queensland,4405,Rural locality,-27.39132,151.30924,347,139,218.793,Western Downs (Regional Council),Australia/Brisbane,1601/2640/3624/4864/9647/12305/13167/14337
12527,Strzelecki,,TAS,Tasmania,7255,Rural locality,-40.25712,148.08163,35,0,70.155,Flinders (Municipality),Australia/Hobart,7307/7747/11191
12528,Strzelecki,,VIC,Victoria,3950,Rural locality,-38.34928,145.88818,317,89,30.846,South Gippsland (Shire),Australia/Melbourne,4702/9065/10937/11185/13368/14478
12529,Stuart,,NT,Northern Territory,870,Rural locality,-23.67131,133.88529,593,466,8.229,Alice Springs (Town),Australia/Darwin,124/1663/2818/4269/6401/13540
12530,Stuart,,QLD,Queensland,4811,Rural locality,-19.33707,146.85708,12,1386,57.161,Townsville (City),Australia/Brisbane,1816/2419/2913/6602/9964/10341/11169/11543/12214/14931
12531,Stuart,,SA,South Australia,5320,Rural locality,-33.99854,139.73047,38,14,261.018,Mid Murray (District Council),Australia/Adelaide,2230/7687/8210/8992/12884/13995
12532,Stuart Mill,,VIC,Victoria,3477,Rural locality,-36.79612,143.28081,280,79,144.667,Northern Grampians (Shire),Australia/Melbourne,860/2458/2459/3652/9376/11241/11587/14612
12533,Stuart Park,Darwin,NT,Northern Territory,820,Suburb,-12.44485,130.84903,13,4149,1.635,Darwin (City),Australia/Darwin,3724/10531/13004/14838
12534,Stuarts Creek,,SA,South Australia,5720,Rural locality,-29.83327,136.92086,80,0,15395.695,Unincorporated,Australia/Adelaide,217/1423/4663/7362/7414/9146/9471/14507
12535,Stuarts Point,,NSW,New South Wales,2441,Urban locality,-30.82111,152.99398,8,766,16.803,Kempsey (Area),Australia/Sydney,734/4759/5564/15105
12536,Stuart Town,,NSW,New South Wales,2820,Rural locality,-32.80569,149.07726,538,235,142.812,Western Plains Regional (Area),Australia/Sydney,523/3544/4549/4669/8880/9436
12537,Stubbo,,NSW,New South Wales,2852,Rural locality,-32.31746,149.5851,445,232,124.213,Mid-Western Regional (Area),Australia/Sydney,1082/3250/3530/5708/8488/12722
12538,Stud Park,,NSW,New South Wales,2710,Rural locality,-35.38686,144.96861,91,52,118.098,Edward River (Area),Australia/Sydney,3077/3804/11047/13914/13921
12539,Stun'Sail Boom,,SA,South Australia,5223,Rural locality,-35.98201,137.00574,16,0,19.638,Kangaroo Island (District Council),Australia/Adelaide,6739/13742
12540,Sturt,,QLD,Queensland,4829,Rural locality,-23.56487,138.664,105,0,5366.993,Diamantina (Shire),Australia/Brisbane,186/214/869/13186
12541,Sturt,Adelaide,SA,South Australia,5047,Suburb,-35.02542,138.55334,53,2531,0.992,Marion (City),Australia/Adelaide,867/3706/8206/8739/10247/11846
12542,Sturt Creek,,WA,Western Australia,6770,Rural locality,-19.16909,128.17854,323,441,21197.917,Halls Creek (Shire),Australia/Perth,1901/9392/10361/12762/12763
12543,Sturt Plateau,,NT,Northern Territory,852,Rural locality,-15.65699,132.6738,188,46,12418.487,Roper Gulf (Regional Council),Australia/Darwin,1202/3787/4433/7504/8102/13715
12544,Styx,,TAS,Tasmania,7140,Rural locality,-42.78429,146.71423,299,0,245.525,Derwent Valley (Municipality),Australia/Hobart,4765/7817/8320/8876/9735/12220/13485/13657/14290
12545,Subiaco,Perth,WA,Western Australia,6008,Suburb,-31.94964,115.82398,38,9202,3.129,Subiaco (City),Australia/Perth,3608/6580/7028/11962/14219/14312/14331
12546,Success,Perth,WA,Western Australia,6164,Suburb,-32.15659,115.84643,21,10148,6.05,Cockburn (City),Australia/Perth,411/413/888/2967/5852/6477/14131
12547,Suffolk Park,,NSW,New South Wales,2481,Urban locality,-28.68984,153.61016,10,3750,4.224,Byron (Area),Australia/Sydney,1800/2210/3222
12548,Sugarloaf,,NSW,New South Wales,2420,Rural locality,-32.38712,151.71405,72,71,34.808,Dungog (Area),Australia/Sydney,1007/1182/4117/5865/9482/12670
12549,Sugarloaf,,QLD,Queensland,4380,Rural locality,-28.696,152.03985,922,113,51.58,Southern Downs (Regional Council),Australia/Brisbane,204/1465/3625/4556/7295/11624/12472
12550,Sugarloaf,,QLD,Queensland,4800,Rural locality,-20.30878,148.63021,49,278,6.789,Whitsunday (Regional Council),Australia/Brisbane,2394/5654/11390/12497
12551,Sugarloaf,,VIC,Victoria,3234,Rural locality,-38.69094,143.79738,122,14,1.957,Colac-Otway (Shire),Australia/Melbourne,5672/14725
12552,Sugarloaf Creek,,VIC,Victoria,3658,Rural locality,-37.12811,145.02437,197,244,40.001,Mitchell (Shire),Australia/Melbourne,1773/5221/6099/12721
12553,Suggan Buggan,,VIC,Victoria,3885,Rural locality,-36.9506,148.3347,458,0,238.349,East Gippsland (Shire),Australia/Melbourne,1872/2191/2943/3758/7191/14928
12554,Sujeewong,,QLD,Queensland,4413,Rural locality,-25.7412,150.53965,368,11,532.845,Western Downs (Regional Council),Australia/Brisbane,416/2040/2732/2963/4349/5942
12555,Sulky,,VIC,Victoria,3352,Rural locality,-37.46274,143.85421,472,232,9.648,Hepburn (Shire),Australia/Melbourne,541/2217/3436/6391/8673/9302
12556,Sulphur Creek,,TAS,Tasmania,7316,Urban locality,-41.0945,146.02314,10,629,9.764,Central Coast (Municipality),Australia/Hobart,3556/6257/10677/11037/14332
12557,Sultana Point,,SA,South Australia,5583,Rural locality,-35.1093,137.75071,7,23,0.212,Yorke Peninsula (District Council),Australia/Adelaide,4329
12558,Summerhill,Launceston,TAS,Tasmania,7250,Suburb,-41.46667,147.1179,184,3135,2.345,Launceston (City),Australia/Hobart,1271/11066/11068/13362/14311
12559,Summer Hill,Sydney,NSW,New South Wales,2130,Suburb,-33.89171,151.13726,25,7311,1.203,Inner West (Area),Australia/Sydney,382/4076/5787/7571/7617
12560,Summer Hill,,NSW,New South Wales,2421,Rural locality,-32.47843,151.51941,54,55,44.992,Dungog (Area),Australia/Sydney,4760/5248/5661/7435/13658
12561,Summer Hill Creek,,NSW,New South Wales,2800,Rural locality,-33.21727,149.13247,836,216,18.107,Cabonne (Area),Australia/Sydney,2875/2890/7867/10345/10350
12562,Summerholm,,QLD,Queensland,4341,Rural locality,-27.63813,152.4515,253,639,39.962,Lockyer Valley (Regional Council),Australia/Brisbane,5537/5929/7323/7326/10869/14850
12563,Summer Island,,NSW,New South Wales,2440,Rural locality,-30.98892,152.98556,3,101,13.311,Kempsey (Area),Australia/Sydney,2917/5189/6987/11173/11906/12069
12564,Summerland Point,,NSW,New South Wales,2259,Urban locality,-33.13909,151.56543,6,2493,3.057,Central Coast (City),Australia/Sydney,2671/5777
12565,Summerlands,,VIC,Victoria,3922,Rural locality,-38.5066,145.14508,17,0,3.631,Bass Coast (Shire),Australia/Melbourne,13687
12566,Summertown,,SA,South Australia,5141,Urban locality,-34.95965,138.73091,538,676,5.04,Adelaide Hills (District Council),Australia/Adelaide,391/2870/3388/5599/10749/13632
12567,Sumner,Brisbane,QLD,Queensland,4074,Suburb,-27.56366,152.93626,17,595,1.894,Brisbane (City),Australia/Brisbane,3712/6466/8557/11403/12029/13748
12568,Sunbury,,VIC,Victoria,3429,Major urban locality,-37.57686,144.73143,220,36084,132.223,Hume (City),Australia/Melbourne,1962/2850/3875/5183/5184/11371/14481
12569,Sunday Creek,,VIC,Victoria,3658,Rural locality,-37.24415,145.04383,227,309,9.92,Mitchell (Shire),Australia/Melbourne,1773/2897/6975
12570,Sunderland Bay,,VIC,Victoria,3922,Urban locality,-38.50493,145.27628,22,234,0.398,Bass Coast (Shire),Australia/Melbourne,11348/12603
12571,Sundown,,QLD,Queensland,4382,Rural locality,-28.85667,151.66116,680,0,168.893,Southern Downs (Regional Council),Australia/Brisbane,471/568/8680/10195/12266
12572,Sundown,,QLD,Queensland,4860,Rural locality,-17.4945,146.02197,19,178,5.986,Cassowary Coast (Regional Council),Australia/Brisbane,3524/3680/4285/5449/6597
12573,Sunlands,,SA,South Australia,5322,Rural locality,-34.12011,139.88477,39,376,22.945,Loxton Waikerie (District Council),Australia/Adelaide,2230/11116/11176/11177/12443/12884
12574,Sunnybank,Brisbane,QLD,Queensland,4109,Suburb,-27.57815,153.05451,67,8697,4.488,Brisbane (City),Australia/Brisbane,33/3221/4353/7980/11426/11634/12575
12575,Sunnybank Hills,Brisbane,QLD,Queensland,4109,Suburb,-27.61145,153.05426,92,18085,6.475,Brisbane (City),Australia/Brisbane,33/120/2248/11634/12517/12574
12576,Sunnybrae,,SA,South Australia,5422,Rural locality,-33.08915,138.83443,611,37,228.319,Peterborough (District Council),Australia/Adelaide,907/2402/8137/8706/10718/12944/13505/15146/15207
12577,Sunny Corner,,NSW,New South Wales,2795,Rural locality,-33.38193,149.88519,1190,92,43.653,Bathurst Regional (Area),Australia/Sydney,3693/7068/8379/10980/14571/15190
12578,Sunnydale,,SA,South Australia,5353,Rural locality,-34.65608,139.61232,42,39,49.914,Mid Murray (District Council),Australia/Adelaide,1126/1244/9919/11087/12643/14731
12579,Sunny Nook,,QLD,Queensland,4605,Rural locality,-26.11472,151.88726,289,23,18.766,South Burnett (Regional Council),Australia/Brisbane,2910/2945/3473/7082/8481/12677
12580,Sunnyside,,QLD,Queensland,4737,Rural locality,-21.36761,149.09675,41,145,44.604,Mackay (Regional Council),Australia/Brisbane,532/1321/9442/10235/11785
12581,Sunnyside,,SA,South Australia,5253,Rural locality,-35.06039,139.34707,68,98,4.149,Murray Bridge (Rural City),Australia/Adelaide,2089/9522/9593
12582,Sunnyside,,TAS,Tasmania,7305,Rural locality,-41.38315,146.45312,296,104,15.095,Kentish (Municipality),Australia/Hobart,6981/8516/11168/12471
12583,Sunnyside,,WA,Western Australia,6256,Rural locality,-34.02681,116.25222,195,80,78.177,Bridgetown-Greenbushes (Shire),Australia/Perth,5300/6699/7038/14620/15219
12584,Sunnyvale,,SA,South Australia,5552,Rural locality,-34.14392,137.8174,132,40,94.004,Yorke Peninsula (District Council),Australia/Adelaide,59/360/3549/6633/10589
12585,Sunrise Beach,Sunshine Coast,QLD,Queensland,4567,Suburb,-26.41848,153.10868,24,3415,2.487,Noosa (Shire),Australia/Brisbane,2582/9977/12594
12586,Sunset,Mount Isa,QLD,Queensland,4825,Suburb,-20.70859,139.51007,362,2188,1.957,Mount Isa (City),Australia/Brisbane,4753/9199/10842/11662/14625
12587,Sunset Beach,Geraldton,WA,Western Australia,6530,Suburb,-28.71998,114.6207,11,1466,1.792,Greater Geraldton (City),Australia/Perth,1332/5266/12233/13764
12588,Sunset Strip,,NSW,New South Wales,2879,Rural locality,-32.27314,142.31966,72,83,3.682,Central Darling (Area),Australia/Sydney,8445
12589,Sunset Strip,,VIC,Victoria,3922,Urban locality,-38.49518,145.26679,51,427,0.368,Bass Coast (Shire),Australia/Melbourne,3365/11348
12590,Sunshine,Morisset - Cooranbong,NSW,New South Wales,2264,Suburb,-33.11046,151.56052,40,430,0.764,Lake Macquarie (City),Australia/Sydney,8722/12013
12591,Sunshine,Melbourne,VIC,Victoria,3020,Suburb,-37.78486,144.83207,43,9768,4.732,Brimbank (City),Australia/Melbourne,94/311/1683/1822/12595/12596/13305
12592,Sunshine Acres,,QLD,Queensland,4655,Urban locality,-25.35685,152.78874,11,949,14.398,Fraser Coast (Regional Council),Australia/Brisbane,2077/9918/12612/13849
12593,Sunshine Bay,Batemans Bay,NSW,New South Wales,2536,Suburb,-35.74161,150.20909,11,1221,1.331,Eurobodalla (Area),Australia/Sydney,789/3801/12602
12594,Sunshine Beach,Sunshine Coast,QLD,Queensland,4567,Suburb,-26.40658,153.10452,44,2460,1.903,Noosa (Shire),Australia/Brisbane,9977/12585
12595,Sunshine North,Melbourne,VIC,Victoria,3020,Suburb,-37.7689,144.83026,52,11700,8.024,Brimbank (City),Australia/Melbourne,94/451/1683/6797/6811/12323/12591
12596,Sunshine West,Melbourne,VIC,Victoria,3020,Suburb,-37.79983,144.81845,35,18580,9.311,Brimbank (City),Australia/Melbourne,94/311/1822/3779/3825/7528/12591
12597,Suntop,,NSW,New South Wales,2820,Rural locality,-32.56822,148.82421,375,70,115.828,Western Plains Regional (Area),Australia/Sydney,361/3567/8285/9074/9816/10923/13864
12598,Sun Valley,Sydney,NSW,New South Wales,2777,Suburb,-33.71208,150.59245,299,227,2.293,Blue Mountains (City),Australia/Sydney,12308/13670/14045/15167
12599,Sun Valley,Gladstone,QLD,Queensland,4680,Suburb,-23.8728,151.25646,51,1270,1.048,Gladstone (Regional Council),Australia/Brisbane,7053/12147/12905/13240/14293
12600,Surat,,QLD,Queensland,4417,Urban locality,-27.15256,149.07045,248,407,2.108,Maranoa (Regional Council),Australia/Brisbane,9974/14200/14236
12601,Surbiton,,QLD,Queensland,4724,Rural locality,-23.1628,146.65806,308,80,2171.155,Barcaldine (Regional Council),Australia/Brisbane,166/847/4136/6141/7315/8731/10629
12602,Surf Beach,Batemans Bay,NSW,New South Wales,2536,Suburb,-35.76134,150.21013,21,1874,4.363,Eurobodalla (Area),Australia/Sydney,789/3801/7646/8090/8779/12593
12603,Surf Beach,,VIC,Victoria,3922,Urban locality,-38.51091,145.29615,10,533,1.054,Bass Coast (Shire),Australia/Melbourne,9849/11348/12570
12604,Surfers Paradise,Gold Coast,QLD,Queensland,4217,Suburb,-28.00228,153.43105,10,23689,5.796,Gold Coast (City),Australia/Brisbane,1771/1772/2020/8042
12605,Surfside,Batemans Bay,NSW,New South Wales,2536,Suburb,-35.70079,150.19831,6,1371,2.772,Eurobodalla (Area),Australia/Sydney,7791/10012
12606,Surges Bay,,TAS,Tasmania,7116,Rural locality,-43.21809,146.98975,11,127,8.313,Huon Valley (Municipality),Australia/Hobart,1825/5053/5245/11178/14087
12607,Surprise Bay,,TAS,Tasmania,7256,Rural locality,-40.1152,143.91597,37,0,37.39,King Island (Municipality),Australia/Currie,7935/10637
12608,Surrey Downs,Adelaide,SA,South Australia,5126,Suburb,-34.80193,138.71034,189,3325,1.627,Tea Tree Gully (City),Australia/Adelaide,646/4645/5389/11286/14986
12609,Surrey Hills,Melbourne,VIC,Victoria,3127,Suburb,-37.82508,145.09741,96,13605,4.432,Boroondara (City),Australia/Melbourne,604/1623/1625/2166/2303/2406/8850
12610,Surry Hills,Sydney,NSW,New South Wales,2010,Suburb,-33.88882,151.21333,48,16412,1.316,Sydney (City),Australia/Sydney,2785/3701/5956/8940/10431/11254/12661
12611,Surveyors Bay,,TAS,Tasmania,7116,Rural locality,-43.27854,147.08514,66,47,10.773,Huon Valley (Municipality),Australia/Hobart,3989/10908
12612,Susan River,,QLD,Queensland,4655,Rural locality,-25.4193,152.75972,5,136,31.467,Fraser Coast (Regional Council),Australia/Brisbane,2077/11032/12592/12771/13849
12613,Sussex Inlet,,NSW,New South Wales,2540,Urban locality,-35.15701,150.59625,5,3575,36.358,Shoalhaven (City),Australia/Sydney,779/6536/8825/12387/12635/13411
12614,Sutherland,Sydney,NSW,New South Wales,2232,Suburb,-34.03143,151.05797,112,10816,3.571,Sutherland Shire (Area),Australia/Sydney,6481/7075/7773/11615/14900/14902
12615,Sutherland,,VIC,Victoria,3477,Rural locality,-36.53279,143.19456,169,22,67.39,Northern Grampians (Shire),Australia/Melbourne,3251/5468/12050/12353/12355/12653
12616,Sutherlands,,SA,South Australia,5374,Rural locality,-34.1581,139.20198,249,45,50.428,Goyder (District Council),Australia/Adelaide,431/1602/1853/9750/10649
12617,Sutherlands Creek,,VIC,Victoria,3331,Rural locality,-38.00385,144.21794,128,108,40.365,Golden Plains (Shire),Australia/Melbourne,210/656/5103/8308/8930/11656
12618,Sutton,,NSW,New South Wales,2620,Urban locality,-35.16452,149.25376,614,1660,144.807,Yass Valley (Area),Australia/Sydney,2212/5733/5741/7198/8059/12295/13836/13884
12619,Sutton,,VIC,Victoria,3530,Rural locality,-35.73743,142.99703,83,3,58.755,Buloke (Shire),Australia/Melbourne,1070/3514/6545/8216/13988/14495
12620,Sutton Forest,,NSW,New South Wales,2577,Rural locality,-34.56829,150.32104,657,477,106.407,Wingecarribee (Area),Australia/Sydney,908/1063/2410/4621/8396/9046/9826/10437/10687/14233/14607
12621,Sutton Grange,,VIC,Victoria,3448,Rural locality,-36.99051,144.35858,309,132,68.698,Mount Alexander (Shire),Australia/Melbourne,4430/4660/5878/9602/11253/11878
12622,Suttontown,Mount Gambier,SA,South Australia,5291,Suburb,-37.79824,140.77483,50,583,33.828,Mount Gambier (City),Australia/Adelaide,3074/8616/9167/13907/14904
